Text,class,label
"দোকানে যাচ্ছিলাম আইস্ক্রিম কিনতে, এই ছবি দেখে শ্যাম্পু নিয়ে বাসায় যাচ্ছি",Celebrity,Sexual
"সিমেল এর সাথে, ছি।",Celebrity,dishonour
নিচের বগুোপসাগরে দেখা যায়,Celebrity,Sexual
শ্লায় যতোগুলো মেয়ে পাল্টায় মানুষ ততোগুলো জামাও পাল্টায় না।,Celebrity,dishonour
টপা টপ টপা টপ,Celebrity,Sexual
এই কস্টিউমস এ হাত উপরে তোলা অবস্থায় ছবি তুলে আপলোডান তো দেহি হেডম থাকলে।,Celebrity,Incursive
ছেমড়িডা প্যান পরলে আরো ভাল্লাগতো,Celebrity,dishonour
হারিস্তে বেডি,Celebrity,dishonour
পেন্ট খুলছে আর পরার সময় পায় নাই,Celebrity,dishonour
ঠাং এর চি পায় বাতাস লাগাও,Celebrity,Sexual
আমাডারে এক রাউন্ড দিস রে ভাই,Celebrity,Sexual
"মানবতার দেয়ালে ঝুলে আছি, কোন সহৃদয়বান দুশ্চরিত্রা মেয়ে এসে নিয়ে যাবে এই আশায়!",Celebrity,dishonour
মাউগারপো,Celebrity,Incursive
মাইয়া টা কে।একদম বস্তির মতো লাগে,Celebrity,dishonour
মাইয়াটা ছেলোয়ার পরতে মনে নেই!!,Celebrity,dishonour
এতো টমেটোর আইটেম কই পাও ভাই তুমি,Celebrity,dishonour
মাইয়া টারে আগে প্যান্ট পরাও,Celebrity,dishonour
এভাবে নেংটা করলা,Celebrity,Sexual
হ্লায় কাম্ডা করলো কী,Celebrity,dishonour
ফকিন্নির মতো কাপড় পড়েন কেন?,Celebrity,dishonour
"শীতের দোচনে থাকতে পারের না মানুষ,,আর মাইয়াডা লেংটা + হুডি পইরা কেমতে রইছে",Celebrity,Sexual
"ভাইয়া,হাপুডা কি নেংডা?",Celebrity,Sexual
কর্নফার্ম প্রেগন্যান্টি,Celebrity,Sexual
ওই মেয়ে কি প্যান্ট পরার সুযোগ পায় নি?,Celebrity,dishonour
সেতি ল্যাংটা...,Celebrity,Sexual
আপু কোন বিপদে পড়লে ছাত্রলীগের সূর্য সন্তানদের খবর দিবেন রাতে না ঘুমিয়ে আপনাদের সাহায্যে ঝাপিয়ে পড়বো,Celebrity,Incursive
পায়ে হাত দেয়া মানেতো সম্মান করা। হাতটা ঠিক কোথায় দিছে সঠিক করে বলো নাহলে তদন্ত করতে অসুবিধা হচ্ছে।,Celebrity,Sexual
এ যুগের নতুন পীর সাহেব।,Celebrity,dishonour
সাংবাদিকেরা হক স্পার্মের মতন,Celebrity,dishonour
সাংবাদিক ভাইদের কপালে লাগছে অষ্টমী ঠিক মতন,Celebrity,dishonour
আপুর লিংক টা আছে কারো কাছে,Celebrity,Sexual
এর ও আবার মান সম্মান,Celebrity,dishonour
"রাজীবের কাছে গেলে সমস্যা নাই,সাংবাদিক এর কাছে গেলে সমস্যা",Celebrity,dishonour
ঐ সাংবাদিকের ফাসি চাই,Celebrity,Incursive
আপনি এখন বুড়ো হয়ে গেছেন,Celebrity,dishonour
"রমজান মাসে এইসব নিউজ না করাটাই ভালো না হলে মুখ কন্ট্রোল করা সম্ভব না আমাদের পক্ষে, তাই যারা লেংটা হয়ে ইউরোপিয়ান স্টাইলে চলাফেরা করে তাদের আবার ইজ্জত কি।",Celebrity,dishonour
"তুমি এতটাও ভালো মেয়ে না' ,যেভাবে বলছো মনে হয় তুমি ধোয়া তুলসির পাতা",Celebrity,dishonour
লিংক লাগলে ইনবক্স,Celebrity,Sexual
এসব বাদ দিয়ে কিছু নতুন নতুন ছবি বের করতো ওতো সুন্দর জীবনেও দেখি নাই সানি লিয়ন পযর্ন্ত ভালো লাগে নাই তুমার টা দাখার পরে,Celebrity,Sexual
হিছা মারি তোর কোয়ালে হারামজাদি আবার কথা বলে নষ্ট মেয়ে কোথাকার,Celebrity,Incursive
সাংবাদিকের মাইরে বাফ সাংবাদিক আর মেয়ে খোঁজে পাইলনা????,Celebrity,dishonour
তোমার ভিডিওর লিংক আছে কিন্তু,Celebrity,Sexual
ভাই এটাকে৷ যৌন হেনস্তা বলে নাকি শাহীন হেনস্তা বলে,Celebrity,Sexual
প্রমান কোই। লিংক দাও দেখি,Celebrity,Sexual
আহ সোনা গো আমার খুব কষ্ট হচ্ছে,Celebrity,dishonour
"আকাম কুকাম করে সময় পায়নি শরীরের যত্ন নেয়ার,তাই এখন পরছে।সেলাইন, রক্ত দিয়ে একটু দাঁড়াইতে দেন। তার পর হবে খেলা।",Celebrity,Sexual
"মাল একটু বেশি খেলে, হিমোগ্লোবিন বেরে যাবে।",Celebrity,dishonour
